title,description,idRelatedTo,nameUser,roleResponsible,timestamp,date
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,25,Jay,Administration,313,2022-12-14T05:05:13Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,26,Kash,Administration,314,2022-12-14T05:05:14Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,49,Luke,Administration,314,2022-12-14T05:05:14Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,50,Seth,Administration,315,2022-12-14T05:05:15Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,28,Brock,Administration,315,2022-12-14T05:05:15Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,55,Tate,Administration,316,2022-12-14T05:05:16Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,30,Nash,Administration,316,2022-12-14T05:05:16Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,34,Jack,Administration,317,2022-12-14T05:05:17Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,59,Tate,Administration,318,2022-12-14T05:05:18Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,35,Luke,Administration,318,2022-12-14T05:05:18Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,61,Lane,Administration,318,2022-12-14T05:05:18Z
Refuse (grades),We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,67,Blake,Administration,319,2022-12-14T05:05:19Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,36,Sean,Administration,319,2022-12-14T05:05:19Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,37,John,Administration,320,2022-12-14T05:05:20Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,71,Prince,Administration,320,2022-12-14T05:05:20Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,73,Blake,Administration,321,2022-12-14T05:05:21Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,38,James,Administration,321,2022-12-14T05:05:21Z
Refuse (grades),We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,74,Jace,Administration,324,2022-12-14T05:05:24Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,41,Lane,Administration,324,2022-12-14T05:05:24Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,86,Kash,Administration,329,2022-12-14T05:05:29Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,42,Jace,Administration,331,2022-12-14T05:05:31Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,87,Jayce,Administration,332,2022-12-14T05:05:32Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,88,Jace,Administration,332,2022-12-14T05:05:32Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,45,Hayes,Administration,332,2022-12-14T05:05:32Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,93,Jake,Administration,333,2022-12-14T05:05:33Z
Rank,"We are happy to announce you that you have been selected for ranking. Because we receive a lot of requests from students, we have to rank all students regarding to their grades. You will receive a mail telling you if you have been accepted by the ranking.",70,Zayne,Teacher,333,2022-12-14T05:05:33Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,47,Reid,Administration,333,2022-12-14T05:05:33Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,48,Cole,Administration,334,2022-12-14T05:05:34Z
Accept,We are deeply sorry to announce you that we can not keep you in our University because of too much application. We are very glad of your interest in our university and wish you best luck for your future studies.,95,Drew,Administration,334,2022-12-14T05:05:34Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,52,Wade,Administration,335,2022-12-14T05:05:35Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,53,Luke,Administration,336,2022-12-14T05:05:36Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,54,Cade,Administration,337,2022-12-14T05:05:37Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,56,Bryce,Administration,338,2022-12-14T05:05:38Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,57,Jay,Administration,339,2022-12-14T05:05:39Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,58,Cole,Administration,340,2022-12-14T05:05:40Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,60,Colt,Administration,342,2022-12-14T05:05:42Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,62,Sean,Administration,342,2022-12-14T05:05:42Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,64,Jace,Administration,343,2022-12-14T05:05:43Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,65,Myles,Administration,344,2022-12-14T05:05:44Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,68,Kai,Administration,345,2022-12-14T05:05:45Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,69,Grant,Administration,346,2022-12-14T05:05:46Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,77,Pierce,Administration,347,2022-12-14T05:05:47Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,78,Brooks,Administration,348,2022-12-14T05:05:48Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,80,Zayn,Administration,349,2022-12-14T05:05:49Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,81,Jace,Administration,350,2022-12-14T05:05:50Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,83,Knox,Administration,351,2022-12-14T05:05:51Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,84,Clark,Administration,352,2022-12-14T05:05:52Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,85,Nash,Administration,353,2022-12-14T05:05:53Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,89,Jayce,Administration,354,2022-12-14T05:05:54Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,90,Jax,Administration,355,2022-12-14T05:05:55Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,91,Shawn,Administration,356,2022-12-14T05:05:56Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,92,Zayn,Administration,357,2022-12-14T05:05:57Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,96,Jase,Administration,358,2022-12-14T05:05:58Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,97,Lane,Administration,359,2022-12-14T05:05:59Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,98,Bryce,Administration,360,2022-12-14T05:06:00Z
e university. Thank you for your interest on working with us.,93,Jake,Administration,355,2022-12-14T05:05:55Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,95,Drew,Administration,356,2022-12-14T05:05:56Z
Too late,We are sorry to announce you that it is now too late for applying to the university. Thank you for your interest on working with us.,97,Lane,Administration,357,2022-12-14T05:05:57Z
